halId   halId   score
ads-00104818	ads-00104824	0.8181818181818181
ads-00104837	ads-00104831	0.7985518560257652
ads-00104824	ads-00104818	0.8181818181818181
ads-00104417	ads-00104396	0.9707446808510638
ads-00104660	ads-00104654	0.85580204778157
ads-00104831	ads-00104842	0.8552631578947368
ads-00104338	ads-00104336	0.8730769230769231
ads-00104651	ads-00104654	0.9102565640302589
ads-00104413	ads-00104396	0.9197247706422018
ads-00104400	ads-00104384	0.8876876610261518
ads-00104421	ads-00104400	0.8598267203632568
ads-00104452	ads-00104837	0.8080357142857143
ads-00104654	ads-00104651	0.9182098765432098
ads-00104349	ads-00104348	0.8307692307692307
ads-00104192	ads-00104336	0.8855140186915887
ads-00104426	ads-00104384	0.7874744874119775
ads-00104845	ads-00103531	0.8558201058201058
ads-00104842	ads-00104831	0.8439849624060151
ads-00104434	ads-00104417	0.8392459344257404
ads-00104271	ads-00104186	0.8457356329531893
ads-00103533	ads-00104251	1.0
ads-00104336	ads-00104192	0.8795719217983219
ads-00104335	ads-00104336	0.8794642857142857
ads-00104251	ads-00103533	1.0
ads-00104182	ads-00120369	0.7
ads-00104201	ads-00104171	0.8137004365448501
ads-00104168	ads-00104239	0.8333333333333333
ads-00104218	ads-00104163	0.9683908045977012
ads-00104186	ads-00104271	0.8343621399176955
ads-00103531	ads-00104845	0.8452380952380952
ads-00104396	ads-00104417	0.9707446808510638
ads-00104297	ads-00104292	0.8461477824423849
ads-00104849	ads-00104869	0.8279919056247131
ads-00104309	ads-00104316	0.8333333333333333
ads-00104239	ads-00104345	0.8176071211944607
ads-00104258	ads-00104163	0.7190410629028235
ads-00104163	ads-00104218	0.9683908045977012
ads-00104290	ads-00104292	0.8229203686048311
ads-00104345	ads-00104239	0.8546931407942238
ads-00104316	ads-00104309	0.8141025641025641
ads-00104281	ads-00104271	0.7911291038463779
ads-00104723	ads-00104727	0.9142857142857143
ads-00104384	ads-00104400	0.8971630741658726
ads-00104727	ads-00104723	0.9069309291931229
ads-00104876	ads-00104776	0.8383458646616542
ads-00104223	ads-00104182	0.8115202496261817
ads-00104869	ads-00104849	0.8441320293398533
ads-00105159	ads-00105177	0.8785246199549609
ads-00104784	ads-00120377	0.7093023255813954
ads-00104776	ads-00104876	0.8458646616541353
ads-00105156	ads-00105177	0.8656051742719244
ads-00105152	ads-00105163	0.8846153846153846
ads-00104179	ads-00104287	0.8246887966804979
ads-00105177	ads-00105159	0.8917322834645669
ads-00105211	ads-00105191	0.890625
ads-00105187	ads-00105211	0.8920454545454546
ads-00105226	ads-00105228	0.8592436974789917
ads-00105228	ads-00105226	0.8592436974789917
ads-00105191	ads-00105211	0.8802083333333334
ads-00105238	ads-00105242	0.8790322580645161
ads-00105240	ads-00105238	0.8409090909090909
ads-00105242	ads-00105238	0.8651648875281668
ads-00105163	ads-00105152	0.8723776223776224
ads-00106825	ads-00109774	0.8068181818181819
ads-00105169	ads-00105159	0.7315738074423064
ads-00106836	ads-00106825	0.8492461588361667
ads-00106831	ads-00106836	0.8320074249044551
ads-00106851	ads-00109766	0.8273689947848755
ads-00106914	ads-00108000	0.8846153846153846
ads-00106858	ads-00109766	0.8356164383561644
ads-00108009	ads-00105238	0.7178431190392747
ads-00108011	ads-00108019	0.7850743930319827
ads-00106827	ads-00106836	0.7965753383762387
ads-00109738	ads-00109735	0.8134301804744806
ads-00108000	ads-00106914	0.8846153846153846
ads-00107163	ads-00109735	0.8295637440673624
ads-00109766	ads-00106858	0.8212175029371884
ads-00108019	ads-00108011	0.8138888888888889
ads-00109735	ads-00108000	0.8676470588235294
ads-00109777	ads-00109766	0.814516129032258
hal-282114	hal-01553038	0.7671443811322811
ads-00109774	ads-00106825	0.8068181818181819
ads-00105106	ads-00105016	0.8438191503884735
ads-00109807	ads-00109840	0.9105850872020083
ads-00109812	ads-00120042	0.8997175141242938
ads-00109804	ads-00109817	0.8893157370076907
ads-00109819	ads-00109817	0.8657407407407407
ads-00109825	ads-00120045	0.8494983139273351
ads-00109840	ads-00109807	0.9186046511627907
ads-00109817	ads-00109819	0.8657407407407407
ads-00109833	ads-00120440	0.8436504435546528
ads-00111108	ads-00120377	0.9119718309859155
ads-00111112	ads-00120362	0.8333333333333333
ads-00109810	ads-00120439	0.8372093023255813
ads-00109748	ads-00109735	0.8402777777777778
ads-00111131	ads-00111133	0.953125
ads-00111118	ads-00120029	0.7149269920312398
ads-00111133	ads-00111131	0.953125
ads-00111100	ads-00111102	0.8538062283737025
ads-00111107	ads-00120067	0.7991726187258019
ads-00111110	ads-00120074	0.8393719806763285
ads-00120029	ads-00111108	0.8881578947368421
ads-00120045	ads-00120369	0.8328065104184531
ads-00120369	ads-00120442	0.8650924436554772
ads-00120364	ads-00120441	0.8100464998960101
ads-00120042	ads-00109812	0.882110262596386
ads-00111102	ads-00111100	0.8399653979238755
ads-00120054	ads-00120442	0.8222222222222222
ads-00120067	ads-00120371	0.87
ads-00120050	ads-00111102	0.7029019397408729
ads-00120039	ads-00120376	0.7561443322638306
ads-00120371	ads-00120067	0.8633333333333333
ads-00120377	ads-00111108	0.8940741498323193
ads-00120440	ads-00120439	0.7897399608877134
ads-00120439	ads-00109807	0.8166204371669774
ads-00120367	ads-00109812	0.833527699304705
ads-00120074	ads-00111110	0.8342499940245591
ads-00120441	ads-00109812	0.7168732422691197
